# visionSample, x, y, visX, visY, angle, rawDist, rawAngle, distM, distC, angleC, angleM, distRSquared, angleRSquared
405 0.0 0.0 0.0 0.0 -14.279999733 0.266606953396 4.90625 9.0 1.0 1.0 2.5 0.0 0.0 
405 0.0 0.0 12.8989298342 -0.0601815498455 -14.279999733 0.266606953396 4.90625 9.0 1.0 1.0 2.5 0.0 0.0 
405 0.0 0.0 12.8989298342 -0.0601815498455 -14.2899999619 0.266606953396 4.90625 9.0 1.0 1.0 2.5 0.0 0.0 
405 0.0 0.0 12.8989298342 -0.0601815498455 -14.279999733 0.266606953396 4.90625 9.0 1.0 1.0 2.5 0.0 0.0 
406 0.0 0.0 12.8989298342 -0.0601815498455 -14.2899999619 0.266606953396 4.90625 9.0 1.0 1.0 2.5 0.0 0.0 
406 0.0 0.0 15.0784557093 -0.450608048502 -14.2899999619 0.510736154028 3.46875 9.0 1.0 1.0 2.5 0.0 0.0 
407 0.0 0.0 15.9156380658 -0.99742166072 -14.2899999619 0.610300928137 1.78125 9.0 1.0 1.0 2.5 0.0 0.0 
407 0.0 0.0 15.9156380658 -0.99742166072 -14.3000001907 0.610300928137 1.78125 9.0 1.0 1.0 2.5 0.0 0.0 
407 0.0 0.0 15.9156380658 -0.99742166072 -14.3000001907 0.610300928137 1.78125 9.0 1.0 1.0 2.5 0.0 0.0 
407 0.0 0.0 15.9156380658 -0.99742166072 -14.2899999619 0.610300928137 1.78125 9.0 1.0 1.0 2.5 0.0 0.0 
407 0.0 0.0 15.9156380658 -0.99742166072 -14.2899999619 0.610300928137 1.78125 9.0 1.0 1.0 2.5 0.0 0.0 
407 0.0 0.0 15.9156380658 -0.99742166072 -14.2899999619 0.610300928137 1.78125 9.0 1.0 1.0 2.5 0.0 0.0 
407 0.0 0.0 15.9156380658 -0.99742166072 -14.3000001907 0.610300928137 1.78125 9.0 1.0 1.0 2.5 0.0 0.0 
407 0.0 0.0 15.9156380658 -0.99742166072 -14.3100004196 0.610300928137 1.78125 9.0 1.0 1.0 2.5 0.0 0.0 
407 0.0 0.0 15.9156380658 -0.99742166072 -14.3299999237 0.610300928137 1.78125 9.0 1.0 1.0 2.5 0.0 0.0 
407 0.0 0.0 15.9156380658 -0.99742166072 -14.3199996948 0.610300928137 1.78125 9.0 1.0 1.0 2.5 0.0 0.0 
407 0.0 0.0 15.9156380658 -0.99742166072 -14.3299999237 0.610300928137 1.78125 9.0 1.0 1.0 2.5 0.0 0.0 
407 0.0 0.0 15.9156380658 -0.99742166072 -14.3400001526 0.610300928137 1.78125 9.0 1.0 1.0 2.5 0.0 0.0 
407 0.0 0.0 15.9156380658 -0.99742166072 -14.3400001526 0.610300928137 1.78125 9.0 1.0 1.0 2.5 0.0 0.0 
407 0.0 0.0 15.9156380658 -0.99742166072 -14.3400001526 0.610300928137 1.78125 9.0 1.0 1.0 2.5 0.0 0.0 
407 0.0 0.0 15.9156380658 -0.99742166072 -14.3500003815 0.610300928137 1.78125 9.0 1.0 1.0 2.5 0.0 0.0 
407 0.0 0.0 15.9156380658 -0.99742166072 -14.3400001526 0.610300928137 1.78125 9.0 1.0 1.0 2.5 0.0 0.0 
407 0.0 0.0 15.9156380658 -0.99742166072 -14.3400001526 0.610300928137 1.78125 9.0 1.0 1.0 2.5 0.0 0.0 
407 0.0 0.0 15.9156380658 -0.99742166072 -14.3299999237 0.610300928137 1.78125 9.0 1.0 1.0 2.5 0.0 0.0 
407 0.0 0.0 15.9156380658 -0.99742166072 -14.3299999237 0.610300928137 1.78125 9.0 1.0 1.0 2.5 0.0 0.0 
408 0.0 0.0 15.9156380658 -0.99742166072 -14.3199996948 0.3645074022 4.75 9.0 1.0 1.0 2.5 0.0 0.0 
410 0.0 0.0 13.2231356393 -0.127595384154 -14.3299999237 0.284938448546 4.453125 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.3299999237 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.3299999237 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.3299999237 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.3299999237 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.3199996948 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.2899999619 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.3299999237 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.2899999619 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.2899999619 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.279999733 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.2899999619 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.3000001907 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.3000001907 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.3199996948 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.3100004196 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.3199996948 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.3199996948 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.3199996948 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.3199996948 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.3000001907 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.3000001907 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.2899999619 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.3000001907 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
411 0.0 0.0 13.1432842666 -0.134806942214 -14.3000001907 0.29397527137 4.484375 9.0 1.0 1.0 2.5 0.0 0.0 
