# visionSample, x, y, visX, visY, angle, rawDist, rawAngle, distM, distC, angleC, angleM, distRSquared, angleRSquared
0 0.0 0.0 0.0 0.0 -0.910000026226 -1.0 -1000.0 9.0 1.0 1.0 2.5 0.0 0.0 
0 1.5 5.5 0.0 0.0 180.0 -1.0 -1000.0 9.0 1.0 1.0 2.5 0.0 0.0 
0 1.57174133084 5.5 0.0 0.0 179.970000001 -1.0 -1000.0 9.0 1.0 1.0 2.5 0.0 0.0 
0 1.65186799739 5.49995202908 0.0 0.0 180.230000004 -1.0 -1000.0 9.0 1.0 1.0 2.5 0.0 0.0 
0 1.89773978853 5.505463926 0.0 0.0 184.489999771 -1.0 -1000.0 9.0 1.0 1.0 2.5 0.0 0.0 
0 2.17163086089 5.54787509931 0.0 0.0 202.020000458 -1.0 -1000.0 9.0 1.0 1.0 2.5 0.0 0.0 
0 2.42615252717 5.66469856923 0.0 0.0 218.090000153 -1.0 -1000.0 9.0 1.0 1.0 2.5 0.0 0.0 
0 2.62638441289 5.88503896286 0.0 0.0 250.839996338 -1.0 -1000.0 9.0 1.0 1.0 2.5 0.0 0.0 
0 2.7081586383 6.18603027405 0.0 0.0 279.470001221 -1.0 -1000.0 9.0 1.0 1.0 2.5 0.0 0.0 
0 2.6244416605 6.54375859055 0.0 0.0 306.779998779 -1.0 -1000.0 9.0 1.0 1.0 2.5 0.0 0.0 
0 2.37083885326 6.84483752113 0.0 0.0 332.75 -1.0 -1000.0 9.0 1.0 1.0 2.5 0.0 0.0 
0 2.02794787207 7.00230712394 0.0 0.0 351.710006714 -1.0 -1000.0 9.0 1.0 1.0 2.5 0.0 0.0 
0 2.02334475691 7.0030281067 0.0 0.0 344.660003662 -1.0 -1000.0 9.0 1.0 1.0 2.5 0.0 0.0 
1 2.43014232883 6.53288291789 12.5621812231 -1.07603706871 344.350006104 0.249526349477 -1.3125 9.0 1.0 1.0 2.5 0.0 0.0 
1 2.21361097067 6.58421224661 12.5621812231 -1.07603706871 349.919998169 0.249526349477 -1.3125 9.0 1.0 1.0 2.5 0.0 0.0 
